FECHA,KITENI,PS#1,PS#2,PS#3,PS#4,FECHA;KITENI;PS#1;PS#2;PS#3;PS#4
2008-09-26,13.4,0.0,0.3,16.0,0.0,
2008-09-27,1.2,0.0,1.5,14.0,0.0,
2008-09-28,0.0,0.0,0.0,0.0,0.0,
2008-09-29,0.0,0.0,11.5,0.0,0.0,
2008-09-30,0.0,0.0,11.5,0.0,0.0,
2008-10-01,0.0,0.2,0.0,0.0,0.0,
2008-10-02,0.0,0.0,11.0,9.5,0.0,
2008-10-03,0.4,0.2,10.4,0.0,0.0,
2008-10-04,2.6,13.8,4.0,0.0,0.0,
2008-10-05,0.0,2.6,0.0,0.0,0.0,
2008-10-06,12.7,26.3,13.2,6.2,0.0,
2008-10-07,28.0,1.4,22.0,42.0,0.0,
2008-10-08,7.1,0.0,25.8,19.0,0.0,
2008-10-09,5.0,0.0,12.4,11.0,0.0,
2008-10-10,0.0,0.0,0.0,3.2,0.0,
2008-10-11,0.0,0.0,0.0,0.0,0.0,
2008-10-12,0.0,0.0,2.4,10.1,0.0,
2008-10-13,24.6,0.0,18.6,0.0,0.0,
2008-10-14,0.0,0.0,0.0,7.0,0.0,
2008-10-15,0.6,0.0,2.4,11.0,0.0,
2008-10-16,2.4,2.6,6.6,9.0,0.0,
2008-10-17,0.0,4.4,0.0,17.2,0.0,
2008-10-18,0.0,0.3,0.0,2.0,0.0,
2008-10-19,5.2,8.7,13.0,0.0,0.0,
2008-10-20,0.2,17.1,3.0,0.0,0.0,
2008-10-21,0.0,36.3,4.8,0.0,0.0,
2008-10-22,6.0,217.3,9.2,0.0,0.0,
2008-10-23,11.2,22.5,15.0,7.0,0.0,
2008-10-24,0.0,9.2,0.0,4.0,0.0,
2008-10-25,6.2,0.0,26.8,8.0,0.0,
2008-10-26,5.2,25.6,19.0,16.0,0.0,
2008-10-27,12.2,22.6,6.4,24.0,0.0,
2008-10-28,0.0,0.0,0.0,11.0,0.0,
2008-10-29,12.0,55.3,56.0,12.0,0.0,
2008-10-30,0.4,64.3,17.0,9.0,0.0,
2008-10-31,50.2,1.2,24.0,5.0,0.0,
2008-11-01,1.2,15.0,7.4,9.0,0.0,
2008-11-02,0.2,1.3,11.0,4.0,0.0,
2008-11-03,0.3,8.0,5.8,13.0,0.0,
2008-11-04,8.9,12.3,5.4,17.0,0.0,
2008-11-05,3.4,0.2,13.0,7.0,0.0,
2008-11-06,2.2,0.1,3.6,11.0,0.0,
2008-11-07,0.8,0.4,0.0,7.0,0.0,
2008-11-08,9.6,0.3,0.8,0.44,0.0,
2008-11-09,0.0,0.5,1.6,0.6,0.0,
2008-11-10,0.0,0.0,0.0,2.0,0.0,
2008-11-11,3.6,5.1,42.0,5.0,0.0,
2008-11-12,0.0,0.0,0.0,5.5,0.0,
2008-11-13,0.8,21.1,0.0,1.0,0.0,
2008-11-14,16.0,4.4,30.4,23.0,0.0,
2008-11-15,0.4,0.0,0.0,1.0,0.0,
2008-11-16,0.0,4.3,0.6,3.0,0.0,
2008-11-17,0.0,9.4,31.2,7.0,0.0,
2008-11-18,0.0,1.4,0.4,1.0,0.0,
2008-11-19,0.0,2.4,1.0,18.6,0.0,
2008-11-20,0.0,5.4,12.4,2.4,0.0,
2008-11-21,7.2,3.3,11.4,0.0,0.0,
2008-11-22,0.6,1.2,4.2,11.0,0.0,
2008-11-23,5.5,0.0,0.3,5.0,0.0,
2008-11-24,0.0,0.0,0.0,2.0,0.0,
2008-11-25,0.0,14.3,0.0,7.0,0.0,
2008-11-26,0.8,99.4,0.0,2.0,0.0,
2008-11-27,2.0,0.0,3.2,11.0,0.0,
2008-11-28,7.0,8.4,26.2,11.0,0.0,
2008-11-29,13.0,0.4,26.3,7.0,0.0,
2008-11-30,0.0,8.7,3.5,2.0,0.0,
2008-12-01,29.0,29.4,44.7,9.0,0.0,
2008-12-02,16.6,1.2,2.7,5.0,0.0,
2008-12-03,15.0,1.3,7.4,7.0,0.0,
2008-12-04,1.2,2.3,3.0,10.0,0.0,
2008-12-05,0.0,0.0,0.0,8.0,0.0,
2008-12-06,0.0,0.0,1.0,4.4,0.0,
2008-12-07,5.0,0.0,3.2,8.0,0.0,
2008-12-08,0.0,0.0,1.5,9.0,0.0,
2008-12-09,0.0,0.0,5.0,0.0,0.0,
2008-12-10,0.6,0.3,1.2,3.0,0.0,
2008-12-11,1.0,0.0,2.3,5.0,0.0,
2008-12-12,7.8,33.0,14.2,7.8,0.0,
2008-12-13,0.0,0.3,0.0,2.0,0.0,
2008-12-14,0.0,0.4,0.0,0.0,0.0,
2008-12-15,0.0,18.3,0.0,10.0,0.0,
2008-12-16,2.0,39.2,12.3,9.0,0.0,
2008-12-17,9.4,55.5,7.3,5.1,0.0,
2008-12-18,4.0,25.4,4.2,7.1,0.0,
2008-12-19,0.0,0.0,1.8,4.4,0.0,
2008-12-20,9.0,22.3,0.2,17.4,0.0,
2008-12-21,0.0,4.3,2.0,7.8,0.0,
2008-12-22,0.0,0.0,2.4,17.8,0.0,
2008-12-23,0.0,0.0,0.0,17.2,0.0,
2008-12-24,50.5,29.1,76.2,0.0,0.0,
2008-12-25,5.0,11.5,16.3,4.6,0.0,
2008-12-26,0.0,10.5,0.6,1.2,0.0,
2008-12-27,4.6,29.2,4.2,2.6,0.0,
2008-12-28,2.2,4.3,3.2,0.0,0.0,
2008-12-29,23.0,2.1,12.7,4.0,0.0,
2008-12-30,12.2,0.2,3.0,7.0,0.0,
2008-12-31,9.4,21.8,25.3,0.0,0.0,
2009-01-01,23.2,102.0,18.2,19.0,0.0,
2009-01-02,1.1,7.2,0.0,11.0,0.0,
2009-01-03,8.2,0.0,7.0,7.0,0.0,
2009-01-04,23.2,23.7,30.2,11.0,0.0,
2009-01-05,9.8,6.7,4.7,22.0,0.0,
2009-01-06,7.0,1.3,3.4,15.0,0.0,
2009-01-07,2.0,0.0,0.0,20.0,0.0,
2009-01-08,12.6,85.0,15.0,16.0,0.0,
2009-01-09,5.2,48.5,35.4,4.0,0.0,
2009-01-10,16.4,6.1,18.0,7.0,0.0,
2009-01-11,1.4,18.0,16.0,22.0,0.0,
2009-01-12,3.2,1.3,1.3,12.0,0.0,
2009-01-13,0.0,15.4,1.2,17.0,0.0,
2009-01-14,19.8,0.4,18.4,19.0,0.0,
2009-01-15,0.0,0.0,1.0,8.0,0.0,
2009-01-16,15.8,0.3,17.2,2.0,0.0,
2009-01-17,29.6,26.5,28.2,7.0,0.0,
2009-01-18,13.8,112.3,2.6,13.0,0.0,
2009-01-19,50.8,23.6,18.8,12.0,0.0,
2009-01-20,21.4,7.6,10.4,9.0,0.0,
2009-01-21,18.2,11.7,2.7,7.0,0.0,
2009-01-22,0.0,0.2,0.0,9.0,0.0,
2009-01-23,0.0,0.2,0.0,15.0,0.0,
2009-01-24,2.8,9.3,10.0,16.5,0.0,
2009-01-25,6.2,0.0,6.0,2.1,0.0,
2009-01-26,1.2,40.2,5.4,8.2,0.0,
2009-01-27,0.3,11.3,0.0,14.0,0.0,
2009-01-28,36.5,9.4,27.8,3.5,0.0,
2009-01-29,10.6,0.0,20.8,23.0,0.0,
2009-01-30,0.0,41.3,3.0,3.0,0.0,
2009-01-31,4.4,29.3,3.9,10.0,0.0,
2009-02-01,0.0,0.3,0.7,20.0,0.0,
2009-02-02,15.2,11.3,27.8,42.0,0.0,
2009-02-03,1.0,2.7,40.8,27.0,0.0,
2009-02-04,3.4,7.6,72.7,18.0,0.0,
2009-02-05,3.1,35.3,7.4,14.0,0.0,
2009-02-06,15.2,12.3,4.0,10.0,0.0,
2009-02-07,11.0,0.4,9.6,20.0,0.0,
2009-02-08,2.6,4.3,2.7,21.0,0.0,
2009-02-09,10.8,35.7,6.2,28.0,0.0,
2009-02-10,25.4,38.4,24.4,14.0,0.0,
2009-02-11,19.4,38.7,39.4,32.0,0.0,
2009-02-12,0.2,2.5,1.2,14.0,0.0,
2009-02-13,12.8,24.3,29.2,30.0,0.0,
2009-02-14,2.5,17.5,7.4,26.0,0.0,
2009-02-15,27.2,11.6,28.0,30.0,0.0,
2009-02-16,7.6,39.1,8.0,30.0,0.0,
2009-02-17,38.8,7.1,29.7,36.0,0.0,
2009-02-18,0.6,5.3,3.8,38.0,0.0,
2009-02-19,0.0,0.3,0.3,30.0,0.0,
2009-02-20,0.4,0.0,6.5,22.0,0.0,
2009-02-21,32.0,7.4,20.6,22.0,0.0,
2009-02-22,20.2,24.6,21.0,40.0,0.0,
2009-02-23,0.3,12.4,2.5,15.0,0.0,
2009-02-24,22.0,8.7,28.2,21.0,0.0,
2009-02-25,6.0,26.2,5.4,27.0,0.0,
2009-02-26,0.0,19.1,0.0,47.0,0.0,
2009-02-27,5.6,35.5,40.0,21.0,0.0,
2009-02-28,20.2,3.5,9.4,44.0,0.0,
2009-03-01,10.4,39.4,15.6,30.0,0.0,
2009-03-02,2.4,2.2,20.2,15.0,0.0,
2009-03-03,1.6,11.4,1.0,2.5,0.0,
2009-03-04,2.0,19.2,0.8,6.0,0.0,
2009-03-05,0.2,0.0,1.0,7.0,0.0,
2009-03-06,7.6,10.3,5.4,2.8,0.0,
2009-03-07,0.0,2.1,0.0,6.1,0.0,
2009-03-08,11.2,1.2,6.8,6.0,0.0,
2009-03-09,30.2,0.0,4.6,18.0,0.0,
2009-03-10,0.0,0.0,0.2,5.0,0.0,
2009-03-11,7.8,40.4,37.6,3.0,0.0,
2009-03-12,4.4,2.1,1.0,3.0,0.0,
2009-03-13,19.8,17.0,64.0,7.0,0.0,
2009-03-14,37.4,78.6,73.7,16.0,0.0,
2009-03-15,1.2,0.0,0.0,4.0,0.0,
2009-03-16,0.0,0.0,0.0,7.0,0.0,
2009-03-17,1.2,0.0,0.0,18.0,0.0,
2009-03-18,0.0,0.0,3.0,12.0,0.0,
2009-03-19,47.6,0.0,5.0,38.0,0.0,
2009-03-20,20.8,18.3,11.4,15.0,0.0,
2009-03-21,20.2,15.8,62.4,26.0,0.0,
2009-03-22,15.0,65.6,4.2,31.0,0.0,
2009-03-23,0.0,0.1,1.4,17.0,0.0,
2009-03-24,1.2,98.3,7.4,14.0,0.0,
2009-03-25,4.7,14.3,8.0,21.0,0.0,
2009-03-26,8.2,4.2,11.2,17.0,0.0,
2009-03-27,2.9,34.0,30.0,22.0,0.0,
2009-03-28,17.6,18.2,33.5,20.0,0.0,
2009-03-29,40.8,9.4,25.4,28.0,0.0,
2009-03-30,3.8,1.2,7.3,38.0,0.0,
2009-03-31,4.0,21.4,2.4,16.0,0.0,
2009-04-01,15.0,27.1,11.6,46.0,0.0,
2009-04-02,44.4,24.0,19.4,20.0,0.0,
2009-04-03,2.2,0.1,37.2,14.0,0.0,
2009-04-04,0.0,1.1,0.0,16.0,0.0,
2009-04-05,2.4,0.0,0.0,42.0,0.0,
2009-04-06,0.2,1.0,0.0,37.0,0.0,
2009-04-07,2.0,0.2,1.2,26.0,0.0,
2009-04-08,7.0,0.0,5.2,38.0,0.0,
2009-04-09,15.0,0.0,33.3,27.0,0.0,
2009-04-10,0.1,17.2,9.6,14.0,0.0,
2009-04-11,11.6,4.5,4.4,25.0,0.0,
2009-04-12,26.0,11.14,35.2,40.0,0.0,
2009-04-13,15.9,102.4,4.8,25.0,0.0,
2009-04-14,9.2,11.3,7.0,44.0,0.0,
2009-04-15,6.2,4.3,29.6,52.0,0.0,
2009-04-16,2.8,0.2,1.4,38.0,0.0,
2009-04-17,0.0,0.2,0.0,14.0,0.0,
2009-04-18,6.6,13.2,0.4,4.0,0.0,
2009-04-19,0.0,0.0,0.0,0.0,0.0,
2009-04-20,0.0,11.8,0.0,0.0,0.0,
2009-04-21,0.0,0.2,0.0,3.8,0.0,
2009-04-22,0.0,39.2,1.4,0.0,0.0,
2009-04-23,0.0,24.3,0.2,1.0,0.0,
2009-04-24,0.0,10.4,7.0,0.0,0.0,
2009-04-25,0.8,16.5,2.0,0.0,0.0,
2009-04-26,1.1,1.4,3.2,0.0,0.0,
2009-04-27,0.0,1.4,2.0,11.0,0.0,
2009-04-28,0.0,0.2,0.0,12.0,0.0,
2009-04-29,1.2,0.0,25.0,6.0,0.0,
2009-04-30,0.0,0.4,3.2,0.0,0.0,
2009-05-01,0.0,24.3,0.0,11.0,0.0,
2009-05-02,5.6,3.5,2.4,0.0,0.0,
2009-05-03,0.0,0.0,0.2,2.0,0.0,
2009-05-04,1.2,0.0,1.6,0.0,0.0,
2009-05-05,0.2,0.0,4.4,2.0,0.0,
2009-05-06,0.0,4.5,2.0,7.0,0.0,
2009-05-07,0.0,11.3,8.4,0.0,0.0,
2009-05-08,0.0,45.3,2.4,4.0,0.0,
2009-05-09,0.0,0.0,7.4,2.0,0.0,
2009-05-10,0.0,0.0,0.2,0.0,0.0,
2009-05-11,0.0,0.3,5.6,0.0,0.0,
2009-05-12,0.0,0.0,2.0,0.0,0.0,
2009-05-13,0.0,53.3,0.0,0.0,0.0,
2009-05-14,0.0,0.7,0.0,0.0,0.0,
2009-05-15,0.0,0.3,0.0,0.0,0.0,
2009-05-16,3.8,25.2,4.0,1.0,0.0,
2009-05-17,1.5,39.4,0.4,1.0,0.0,
2009-05-18,0.0,1.1,2.4,0.0,0.0,
2009-05-19,0.0,6.2,2.7,7.0,0.0,
2009-05-20,0.0,40.2,0.4,5.0,0.0,
2009-05-21,2.2,0.5,0.0,1.0,0.0,
2009-05-22,0.0,0.0,0.0,0.0,0.0,
2009-05-23,0.0,0.0,0.0,0.0,0.0,
2009-05-24,0.0,0.0,0.0,4.0,0.0,
2009-05-25,0.0,0.0,0.0,0.0,0.0,
2009-05-26,0.0,20.3,0.0,0.0,0.0,
2009-05-27,16.0,73.3,25.8,11.0,0.0,
2009-05-28,0.0,0.5,0.0,2.0,0.0,
2009-05-29,0.0,0.0,1.0,0.0,0.0,
2009-05-30,0.0,46.6,6.3,0.0,0.0,
2009-05-31,0.0,66.4,0.0,0.0,0.0,
2009-06-01,3.1,10.7,12.4,0.0,0.0,
2009-06-02,0.0,3.3,1.4,0.0,0.0,
2009-06-03,4.4,0.0,4.4,5.0,0.0,
2009-06-04,0.0,0.2,0.6,1.0,0.0,
2009-06-05,0.0,0.0,0.4,0.0,0.0,
2009-06-06,0.0,0.0,0.0,0.0,0.0,
2009-06-07,0.0,0.0,0.0,0.0,0.0,
2009-06-08,0.0,0.0,0.0,0.0,0.0,
2009-06-09,0.0,0.0,0.0,0.0,0.0,
2009-06-10,0.0,0.0,0.0,0.0,0.0,
2009-06-11,0.0,0.0,0.0,0.0,0.0,
2009-06-12,0.0,0.0,0.0,0.0,0.0,
2009-06-13,0.0,0.0,0.0,0.0,0.0,
2009-06-14,0.0,0.0,0.0,0.0,0.0,
2009-06-15,0.0,0.0,0.0,0.0,0.0,
2009-06-16,0.0,0.0,0.0,0.0,0.0,
2009-06-17,0.0,45.0,0.0,0.0,0.0,
2009-06-18,0.0,1.2,0.0,0.0,0.0,
2009-06-19,0.0,0.0,2.0,0.0,0.0,
2009-06-20,0.0,2.6,0.0,0.0,0.0,
2009-06-21,1.0,0.0,0.2,0.0,0.0,
2009-06-22,0.0,28.3,1.6,0.0,0.0,
2009-06-23,0.3,11.2,8.4,9.0,0.0,
2009-06-24,11.4,46.5,19.2,2.0,0.0,
2009-06-25,0.0,148.5,0.0,0.0,0.0,
2009-06-26,0.0,4.2,4.0,0.0,0.0,
2009-06-27,0.4,0.5,8.2,0.0,0.0,
2009-06-28,0.0,2.3,2.2,0.0,0.0,
2009-06-29,0.0,2.4,3.0,0.0,0.0,
2009-06-30,3.4,2.2,5.0,0.0,0.0,
2009-07-01,0.0,0.0,9.3,0.0,0.0,
2009-07-02,0.0,0.0,0.2,0.0,0.0,
2009-07-03,0.0,25.4,0.0,0.0,0.0,
2009-07-04,12.0,3.2,5.0,0.0,0.0,
2009-07-05,0.0,20.4,0.2,0.0,0.0,
2009-07-06,0.0,29.8,1.6,0.0,0.0,
2009-07-07,2.6,2.4,6.2,0.0,0.0,
2009-07-08,0.0,0.8,10.3,7.0,0.0,
2009-07-09,0.2,0.0,25.0,0.0,0.0,
2009-07-10,3.8,0.0,9.0,0.0,0.0,
2009-07-11,1.0,3.4,1.3,0.0,0.0,
2009-07-12,0.0,22.3,18.2,2.0,0.0,
2009-07-13,1.6,12.5,3.2,7.0,0.0,
2009-07-14,0.0,0.0,0.2,15.0,0.0,
2009-07-15,0.0,0.0,0.8,21.0,0.0,
2009-07-16,0.0,0.0,0.6,7.0,0.0,
2009-07-17,0.0,0.0,0.0,0.0,0.0,
2009-07-18,0.0,0.0,0.0,2.0,0.0,
2009-07-19,0.0,0.0,0.0,0.0,0.0,
2009-07-20,0.0,5.6,0.0,0.0,0.0,
2009-07-21,0.0,0.0,2.3,8.0,0.0,
2009-07-22,1.3,0.0,6.0,0.0,0.0,
2009-07-23,0.0,1.1,0.5,0.0,0.0,
2009-07-24,0.3,0.0,1.8,2.0,0.0,
2009-07-25,1.0,16.5,7.2,7.0,0.0,
2009-07-26,0.0,0.0,0.4,22.0,0.0,
2009-07-27,3.0,2.3,2.4,33.0,0.0,
2009-07-28,0.0,0.0,0.0,2.0,0.0,
2009-07-29,0.0,0.0,0.0,0.0,0.0,
2009-07-30,0.0,0.0,0.0,0.0,0.0,
2009-07-31,0.0,0.0,0.0,0.0,0.0,
2009-08-01,19.0,0.0,2.0,0.0,0.0,
2009-08-02,2.0,0.0,9.0,0.0,0.0,
2009-08-03,0.0,4.5,2.2,2.0,0.0,
2009-08-04,0.0,0.3,2.8,2.0,0.0,
2009-08-05,0.0,0.0,0.0,0.0,0.0,
2009-08-06,0.0,0.0,0.0,0.0,0.0,
2009-08-07,6.4,0.0,40.1,0.3,0.0,
2009-08-08,0.0,0.0,5.2,3.0,0.0,
2009-08-09,5.0,76.3,4.6,0.0,0.0,
2009-08-10,5.0,0.0,0.0,4.0,0.0,
2009-08-11,0.0,0.0,0.0,2.0,0.0,
2009-08-12,0.0,0.0,0.0,0.0,0.0,
2009-08-13,1.0,1.0,1.4,4.0,0.0,
2009-08-14,0.0,0.0,0.4,0.0,0.0,
2009-08-15,0.0,0.0,0.6,0.0,0.0,
2009-08-16,0.0,0.0,1.2,0.0,0.0,
2009-08-17,0.0,0.0,1.4,2.0,0.0,
2009-08-18,0.0,0.0,0.8,0.0,0.0,
2009-08-19,0.0,0.2,0.0,0.0,0.0,
2009-08-20,0.0,2.1,0.0,0.0,0.0,
2009-08-21,0.0,0.0,10.0,0.0,0.0,
2009-08-22,0.0,12.2,0.0,0.0,0.0,
2009-08-23,0.0,0.0,0.0,0.0,0.0,
2009-08-24,0.6,0.0,1.0,0.0,0.0,
2009-08-25,0.0,33.2,29.2,0.0,0.0,
2009-08-26,1.6,1.2,0.0,0.7,0.0,
2009-08-27,0.0,53.4,0.0,0.0,0.0,
2009-08-28,0.0,2.0,0.0,0.4,0.0,
2009-08-29,0.0,0.0,0.0,0.0,0.0,
2009-08-30,0.0,0.0,0.0,0.0,0.0,
2009-08-31,0.0,0.0,13.4,0.0,0.0,
2009-09-01,0.0,0.0,0.0,0.0,0.0,
2009-09-02,0.0,5.0,2.0,0.7,0.0,
2009-09-03,0.0,0.0,5.2,0.5,0.0,
2009-09-04,0.0,0.0,0.0,0.2,0.0,
2009-09-05,0.0,4.0,2.2,0.0,0.0,
2009-09-06,0.0,0.3,1.6,0.0,0.0,
2009-09-07,0.0,0.0,0.0,0.0,0.0,
2009-09-08,0.0,0.0,0.0,0.0,0.0,
2009-09-09,0.0,0.0,28.4,0.0,0.0,
2009-09-10,0.0,0.0,0.0,2.0,0.0,
2009-09-11,10.4,46.5,26.2,5.0,0.0,
2009-09-12,15.1,5.6,28.4,3.0,0.0,
2009-09-13,0.0,0.0,0.0,0.0,0.0,
2009-09-14,0.0,0.0,0.0,0.0,0.0,
2009-09-15,0.0,0.0,0.0,0.0,0.0,
2009-09-16,1.1,0.0,24.6,0.0,0.0,
2009-09-17,9.2,0.0,40.0,2.0,0.0,
2009-09-18,1.0,1.4,5.2,0.0,0.0,
2009-09-19,5.0,0.0,36.2,0.0,0.0,
2009-09-20,33.2,97.0,36.8,0.0,0.0,
2009-09-21,0.0,8.3,28.4,0.0,0.0,
2009-09-22,0.0,0.0,0.0,2.0,0.0,
2009-09-23,0.0,0.0,0.0,0.0,0.0,
2009-09-24,0.0,7.4,10.4,0.0,0.0,
2009-09-25,0.0,0.0,0.0,5.0,0.0,
2009-09-26,2.0,2.0,5.1,11.0,0.0,
2009-09-27,0.0,0.0,0.0,0.0,0.0,
2009-09-28,0.4,0.0,0.0,2.0,0.0,
2009-09-29,30.4,2.0,34.4,0.5,0.0,
2009-09-30,5.0,14.3,10.0,0.2,0.0,
2009-10-01,0.0,0.1,0.1,0.0,0.0,
2009-10-02,0.0,0.4,0.4,1.2,0.0,
2009-10-03,0.0,0.0,0.0,0.7,0.0,
2009-10-04,0.0,1.3,0.0,0.0,0.0,
2009-10-05,0.0,0.0,0.0,0.5,0.0,
2009-10-06,0.0,4.5,0.0,0.0,0.0,
2009-10-07,21.0,6.0,30.0,0.0,0.0,
2009-10-08,19.4,40.2,2.0,12.0,0.0,
2009-10-09,2.8,0.0,0.0,11.0,0.0,
2009-10-10,0.0,3.0,0.0,0.0,0.0,
2009-10-11,0.0,0.3,0.0,0.0,0.0,
2009-10-12,0.0,0.0,5.0,0.0,0.0,
2009-10-13,0.0,38.0,0.2,2.0,0.0,
2009-10-14,0.0,52.6,0.0,0.0,0.0,
2009-10-15,0.0,30.2,0.0,0.0,0.0,
2009-10-16,18.0,5.2,3.0,10.0,0.0,
2009-10-17,23.6,64.4,46.8,16.0,0.0,
2009-10-18,11.0,8.2,11.5,0.0,0.0,
2009-10-19,0.0,0.0,0.0,7.0,0.0,
2009-10-20,0.0,0.0,0.0,0.0,0.0,
2009-10-21,24.8,0.0,24.0,5.0,0.0,
2009-10-22,0.2,0.9,3.0,2.0,0.0,
2009-10-23,19.4,12.6,15.0,12.0,0.0,
2009-10-24,0.0,16.4,3.2,7.0,0.0,
2009-10-25,0.0,0.0,0.0,0.0,0.0,
2009-10-26,0.0,4.6,2.2,5.0,0.0,
2009-10-27,0.0,0.0,13.2,0.0,0.0,
2009-10-28,32.7,23.4,21.4,0.0,0.0,
2009-10-29,1.0,20.6,15.8,0.0,0.0,
2009-10-30,0.0,3.4,0.0,0.0,0.0,
2009-10-31,0.0,0.0,0.0,0.0,0.0,
2009-11-01,0.0,29.4,0.0,0.0,0.0,
2009-11-02,43.7,20.6,37.2,0.0,0.0,
2009-11-03,18.4,11.8,8.2,0.0,0.0,
2009-11-04,10.6,0.0,11.8,0.0,0.0,
2009-11-05,4.8,0.0,6.4,0.0,0.0,
2009-11-06,2.0,20.4,0.0,0.0,0.0,
2009-11-07,0.0,25.5,0.0,0.0,0.0,
2009-11-08,0.0,32.4,0.0,0.0,0.0,
2009-11-09,0.0,0.0,0.4,0.0,0.0,
2009-11-10,0.0,0.0,0.0,0.0,0.0,
2009-11-11,0.0,6.6,0.0,0.0,0.0,
2009-11-12,10.2,10.6,14.5,17.0,0.0,
2009-11-13,9.3,0.0,13.2,1.2,0.0,
2009-11-14,0.0,0.0,1.0,12.0,0.0,
2009-11-15,17.7,0.0,44.5,7.0,0.0,
2009-11-16,0.4,13.4,8.4,12.0,0.0,
2009-11-17,14.4,24.6,6.2,5.0,0.0,
2009-11-18,35.3,28.0,33.0,12.0,0.0,
2009-11-19,0.0,18.2,0.4,18.0,0.0,
2009-11-20,36.3,4.2,4.0,2.0,0.0,
2009-11-21,12.2,2.8,39.3,1.0,0.0,
2009-11-22,15.0,96.6,14.1,4.2,0.0,
2009-11-23,36.2,28.6,66.3,20.0,0.0,
2009-11-24,10.8,0.0,24.4,7.0,0.0,
2009-11-25,22.6,2.8,9.5,2.0,0.0,
2009-11-26,43.8,13.1,12.5,12.0,0.0,
2009-11-27,21.4,108.6,39.6,26.0,0.0,
2009-11-28,0.0,15.4,8.4,0.7,0.0,
2009-11-29,13.0,63.3,24.3,5.0,0.0,
2009-11-30,9.0,38.6,22.7,17.0,0.0,
2009-12-01,42.4,14.9,64.6,7.0,0.0,
2009-12-02,34.0,0.0,34.6,39.0,0.0,
2009-12-03,14.6,9.6,39.5,7.0,0.0,
2009-12-04,8.8,23.3,9.7,22.0,0.0,
2009-12-05,2.6,8.5,8.5,6.0,0.0,
2009-12-06,2.8,30.5,3.4,6.0,0.0,
2009-12-07,0.0,5.1,3.6,6.0,0.0,
2009-12-08,0.0,2.8,0.4,0.2,0.0,
2009-12-09,24.6,56.1,15.4,8.0,0.0,
2009-12-10,0.0,16.8,2.1,2.0,0.0,
2009-12-11,1.8,33.9,28.5,7.0,0.0,
2009-12-12,0.0,12.7,1.0,3.0,0.0,
2009-12-13,0.0,12.1,0.2,5.0,0.0,
2009-12-14,1.1,36.6,0.0,7.0,0.0,
2009-12-15,0.1,0.2,0.0,5.0,0.0,
2009-12-16,0.0,0.0,4.4,4.0,0.0,
2009-12-17,3.4,1.4,1.0,3.0,0.0,
2009-12-18,42.4,72.6,0.2,2.0,0.0,
2009-12-19,22.4,21.0,71.2,3.0,0.0,
2009-12-20,2.8,7.0,6.2,4.0,0.0,
2009-12-21,68.0,88.1,33.8,0.0,0.0,
2009-12-22,5.6,1.8,3.4,4.0,0.0,
2009-12-23,9.2,20.4,5.4,0.6,0.0,
2009-12-24,0.6,0.1,0.0,10.0,0.0,
2009-12-25,6.4,18.6,7.6,10.0,0.0,
2009-12-26,23.8,36.9,30.6,7.0,0.0,
2009-12-27,3.2,1.6,6.0,4.0,0.0,
2009-12-28,13.4,41.3,19.8,5.0,0.0,
2009-12-29,30.0,29.6,15.4,5.0,0.0,
2009-12-30,21.8,12.5,27.4,17.0,0.0,
2009-12-31,0.6,49.5,4.6,7.0,0.0,
,,,,,,1/01/2010;0.1;0;0;5;0
,,,,,,2/01/2010;1.2;0;3;3;0
,,,,,,3/01/2010;3.6;0;3.2;2;0
,,,,,,4/01/2010;14.9;9.5;5;4;0
,,,,,,5/01/2010;13.6;25.3;12;12;0
,,,,,,6/01/2010;0.1;0.1;0;10;0
,,,,,,7/01/2010;0;0;1.2;5;0
,,,,,,8/01/2010;10.8;0.6;2.2;4;0
,,,,,,9/01/2010;21.9;14.6;27.4;5;0
,,,,,,10/01/2010;52.6;72.6;25.6;2;0
,,,,,,11/01/2010;30.9;18.4;36.6;7;0
,,,,,,12/01/2010;8.6;19.6;18.6;9;0
,,,,,,13/01/2010;9;4.5;22.6;25;0
,,,,,,14/01/2010;0;19.6;5.6;6;0
,,,,,,15/01/2010;0;28.5;0;5;0
,,,,,,16/01/2010;0;28.5;1.6;4;0
,,,,,,17/01/2010;1.4;3.4;7.8;2;0
,,,,,,18/01/2010;4.3;57.4;25.8;4;0
,,,,,,19/01/2010;27.2;13.1;103.2;5;0
,,,,,,20/01/2010;2;3.4;1;9;0
,,,,,,21/01/2010;15.4;35.5;50;5;0
,,,,,,22/01/2010;12.4;49.3;10.4;8;0
,,,,,,23/01/2010;1.5;8.8;1;12;0
,,,,,,24/01/2010;7.4;2.3;0;5;0
,,,,,,25/01/2010;13.2;2.3;24.2;15;0
,,,,,,26/01/2010;3.9;1.9;4.8;14.4;0
,,,,,,27/01/2010;2.2;41.2;0;10.7;0
,,,,,,28/01/2010;4.4;14.9;13;4;0
,,,,,,29/01/2010;1.2;0.3;1.2;3;0
,,,,,,30/01/2010;2.2;0;24;1;0
,,,,,,31/01/2010;7.4;1.3;25.6;1.1;0
,,,,,,1/02/2010;34.6;0;3.8;2;0
,,,,,,2/02/2010;33.2;0;13.6;1;0
,,,,,,3/02/2010;1.9;24.4;2.8;5;0
,,,,,,4/02/2010;8.4;12.3;5.2;3;0
,,,,,,5/02/2010;83.1;25.8;82.8;23;0
